year	session	type	session_title	n_participants
2019	1519789	Full Paper Panel	The Politics of Overshooting in Advanced Economies	7
2019	1519802	Full Paper Panel	Conflict Processes and Finance	7
2019	1519815	Full Paper Panel	Formalizing the Relationship between Citizen and State: Experiments from Africa	14
2019	1519824	Full Paper Panel	Have We Outgrown Our Federal Constitution?	8
2019	1519843	Full Paper Panel	Migration States in Comparative Perspective	7
2019	1519857	Full Paper Panel	Paramilitaries, Praetorians, Police: Designing & Deploying State Security Forces	8
2019	1519886	Full Paper Panel	The Micro-level Politics of the Resource Curse	14
2019	1519898	Full Paper Panel	Behavioral Models of Politics	10
2019	1519903	Full Paper Panel	Institutional Paths to Equality: The Military, Courts, Marriage, and the Family	7
2019	1519923	Full Paper Panel	The Politics of Central Banking: No more Free Lunches	8
2019	1519942	Full Paper Panel	Overcoming Uneven Welfare States: The Politics of Welfare Reform in Latin America	8
2019	1519998	Roundtable	Policing: Populist Enjoyment and the Unmet Needs of the People	6
2019	1520044	Full Paper Panel	Poetry and Athenian Democracy	6
2019	1520050	Author meet critics	Authors Meet Critics: The Long Southern Strategy by Angie Maxwell & Todd Shields	7
2019	1520053	Full Paper Panel	The Politics of Confronting Criminal Violence	8
2019	1520090	Full Paper Panel	Emerging Issues in the Politics of Public Health	11
2019	1520109	Full Paper Panel	The Sources of Interstate Signaling Failures	7
2019	1520114	Full Paper Panel	Protest and Regimes	6
2019	1520125	Full Paper Panel	Protecting Human Rights and Promoting Democracy: Challenges and Opportunities	7
2019	1520144	Full Paper Panel	Unequal Responsiveness in Advanced Democracies	12
2019	1520151	Full Paper Panel	Military Coups and Autocracies	9
2019	1520156	Full Paper Panel	Measurement Choices and Challenges in Election Administration	14
2019	1520161	Full Paper Panel	State Power and Political Identities	5
2019	1520174	Full Paper Panel	Careers of Officials in East Asia and Beyond, Past and Present	10
2019	1520185	Full Paper Panel	The Effectiveness of Oversight in the European Union in Euroskeptic Times	6
2019	1520203	Full Paper Panel	Parties, Activists, and Other Groups in Historical and Contemporary Perspectives	9
2019	1520224	Full Paper Panel	Civil-Military Relations and US Foreign Policy	8
2019	1520231	Full Paper Panel	Rethinking the Strategy, Law, and Ethics of Nuclear Weapons	8
2019	1520236	Roundtable	"Cathy Cohen’s ""The Boundaries of Blackness"" at 20"	7
2019	1520250	Full Paper Panel	Inequality and America's Fragile Democracy	9
2019	1520274	Author meet critics	Author Meets Critics-McWilliams's The American Road Trip & Am. Political Thought	4
2019	1520275	Roundtable	How Good Is International Law for Human Rights?	6
2019	1520278	Full Paper Panel	What Are the Aesthetics of Justice?	6
2019	1520283	Full Paper Panel	Religious Regulation in Muslim-Majority Societies	7
2019	1520293	Full Paper Panel	The Political Origins of Inequality and Ethnic Difference	7
2019	1520318	Full Paper Panel	Wargaming and Experimental Methods	8
2019	1520350	Full Paper Panel	From Freedom to Fear: Tyranny in Classical Greek Political Thought	6
2019	1520363	Full Paper Panel	“The Boy Who Lived” On: Politics, Populism, and Harry Potter	7
2019	1520371	Roundtable	Modeling Democratic Erosion: Implications for Researchers and Practitioners	8
2019	1520375	Full Paper Panel	Russell Kirk: A Reevaluation of His Life and Work after his Centenary	4
2019	1520398	Full Paper Panel	Markets, Politics, and Political Theory	6
2019	1520411	Full Paper Panel	"Is US Local Politics Becoming ""Nationalized""?"	10
2019	1520432	Full Paper Panel	Dissent, Piracy, and Protests: Water Resources and Violence	8
2019	1520437	Author meet critics	Adam Dahl, Empire of the People	5
2019	1520438	Author meet critics	"Carnes's ""The Cash Ceiling"": Author Meets Critics"	7
2019	1520440	Full Paper Panel	Early Modern Inequalities	6
2019	1520449	Full Paper Panel	Status and the Rise of China	10
2019	1520465	Full Paper Panel	Dispersed Representation and its Discontents	8
2019	1520472	Full Paper Panel	State-building and Citizenship from Below	7
2019	1520492	Full Paper Panel	Nationalism and Inter-ethnic Conflict	9
2019	1520512	Full Paper Panel	The Political Theory of Slavery and Abolition	8
2019	1520517	Workshop	Recruiting and Retaining Faculty of Color by People of Color Also Know Stuff	9
2019	1520519	Full Paper Panel	Homeland Security Politics and Policy	6
2019	1520536	Roundtable	Power in the International Political Economy	7
2019	1520557	Full Paper Panel	Multi-Epistemological Research: An Integrative Approach	7
2019	1520562	Full Paper Panel	The Comparative Politics of Ideology and Social Support	10
2019	1520580	Full Paper Panel	Positionality and Reflexivity in Political Science II: The International Context	9
2019	1520587	Full Paper Panel	The Political Economy of Electric Power Sector Reforms in Developing Countries	8
2019	1520613	Full Paper Panel	Gender and Political Representation in Asia	9
2019	1520622	Full Paper Panel	Innovations in Measuring Strategic Interactions During Violent Conflict	9
2019	1520634	Roundtable	The Realism of Kenneth Waltz: Luminary and Lightning Rod	6
2019	1520642	Full Paper Panel	Representation, Inequality and Geography in Environmental and Climate Governance	9
2019	1520662	Full Paper Panel	The Political Economy of Internal Conflict	10
2019	1520702	Author meet critics	Demetra Kasimis's The Perpetual Immigrant and the Limits of Athenian Democracy	6
2019	1520704	Roundtable	Opportunities and Challenges in Studying China’s Political Economy	7
2019	1520706	Author meet critics	Author Meets Critics:  Crossroads	6
2019	1520744	Featured Paper Panel: 30-minute Paper Presentations	Ethics in International Practice: The Politics of Responsibility and Obligation	5
2019	1520756	Author meet critics	Author Meets Critics: Injustice: Political Theory for the Real World	6
2019	1520781	Full Paper Panel	International Economic Integration in Domestic Contestation	10
2019	1520787	Roundtable	The Political Economy of Taxation in Latin America	8
2019	1520834	Full Paper Panel	Management Strategies in Great Power Politics	8
2019	1520873	Full Paper Panel	Impact of (Non-political) Life Events on Voter Registration	10
2019	1520922	Roundtable	"Moving Beyond ""Beyond Appeasement""? Race and Interwar Peace Debates Reconsidered"	7
2019	1520923	Roundtable	Uneven Roads and the Populist Challenge in the 2018 and 2020 Elections	4
2019	1520934	Wednesday Full Day Short Course	Teaching about the Middle East and North Africa (MENA)	2
2019	1520938	Roundtable	Doing Gender, Rutgers Women and Politics, and the Impact of Dr. Susan J. Carroll	8
2019	1520948	Full Paper Panel	Empirical Contributions to the Study of Torture	6
2019	1520959	Full Paper Panel	The Contested Politics of Birthright Citizenship in America, 1898 to 2019	6
2019	1520984	Full Paper Panel	Experiments on Citizen-Elite Communication and Elite Responsiveness	11
2019	1520996	Full Paper Panel	Public Attitudes and Political Behavior in Times of Conflict	12
2019	1521047	Full Paper Panel	Capitalism and Self-Determination: Past, Present and Future	6
2019	1521054	Roundtable	The Use (and Misuse) of Genetic Data in Understanding Social Identities	7
2019	1521076	Full Paper Panel	Democracy, Political Networks and Distributive Politics in India	9
2019	1521100	Full Paper Panel	Dominant Parties and Democracy: the Role of Party Organization	7
2019	1521136	Author meet critics	Party Mandates and Democracy: Making, Breaking and Keeping Election Pledges	7
2019	1521143	Full Paper Panel	Emotions, Political Attitudes and Referendum	9
2019	1521155	Full Paper Panel	Theorizing History, Historicizing Theory: New Approaches to Political Theory	7
2019	1521173	Full Paper Panel	Shame and Other Political Emotions: From Cohesion to Dissent	6
2019	1521213	Full Paper Panel	International Dimensions of Elite Decision-Making in Civil Wars	7
2019	1521231	Roundtable	Power in Peacekeeping	8
2019	1521284	Full Paper Panel	Foundations of Democratic Socialism	6
2019	1521289	Full Paper Panel	Regime Change in the Shadow of Coups	6
2019	1521301	Wednesday Half-Day Short Course	Teaching “Introduction to American Government and Politics” in Turbulent Times	8
2019	1521305	Full Paper Panel	Conceptions of White Identity and Their Role in Contemporary U.S. Politics	9
2019	1521313	Full Paper Panel	The Evolution of US Military Interventions and State-building Projects	8
2019	1521326	Full Paper Panel	The Biological Dynamics of Political Attitudes and Their Measurement	11
2019	1521353	Roundtable	The Politics of Migrant Reception in the Global South	7
2019	1521360	Full Paper Panel	New Insights on the Internet and Authoritarian Rule in China	7
2019	1521389	Full Paper Panel	The Political Economy of Democratic Backsliding	13
2019	1521406	Full Paper Panel	Institutions and Representation in State Legislative Politics	10
2019	1521448	Full Paper Panel	The Global Governance of Migration: Competing Theories, Comparing Regions	6
2019	1521544	Full Paper Panel	Conflict Management Institutions in Post-Conflict Governance	13
2019	1521567	Full Paper Panel	The Mircrofoundations of the US-China Trade War	9
2019	1521586	Full Paper Panel	Richard Neustadt At 100: Revisiting Presidential Power in the Time of Trump	5
2019	1521591	Full Paper Panel	Formal Theory and the Judicial System	8
2019	1521617	Full Paper Panel	Using Free List Proportional Representation to Examine Political Behavior	9
2019	1521632	Roundtable	Exit and Voice in Times of Crisis: Linking Migration and Protest	6
2019	1521637	Full Paper Panel	Measuring, Assessing and Evaluating Changes in European Party Politics	9
2019	1521642	Full Paper Panel	International Survey Experiments on Nuclear Weapons	9
2019	1521657	Full Paper Panel	Anti-Corruption Politics and Reactionary Populism	10
2019	1521668	Full Paper Panel	Intra-Party Politics and Decision-Making	7
2019	1521686	Full Paper Panel	The Politics of Customary Institutions: Comparative Data and Analysis	9
2019	1521693	Full Paper Panel	Europe’s Courts: Between Bottom-up Mobilization and Popular Backlash	6
2019	1521707	Roundtable	Substantive Representation of Conservative Women: Crafting a Research Agenda	8
2019	1521723	Full Paper Panel	Evidence about Voter Suppression, Voter Fraud, and Administrative Discretion	10
2019	1521761	Full Paper Panel	Reparations, Remembrance, and R2P: Genocide Prevention and Response	8
2019	1521782	Author meet critics	"Jeffrey Church, ""Nietzsche's Unfashionable Observations"""	7
2019	1521804	Full Paper Panel	Justice, Policing, & Security: Quasi & Experimental Evidence from Latin America	12
2019	1521823	Full Paper Panel	Making US Foreign Policy	7
2019	1521872	Full Paper Panel	Organizing Struggles from Below	6
2019	1521889	Full Paper Panel	The American State's Retreat from Civil Rights	8
2019	1521945	Full Paper Panel	Who Supports—and Opposes—the Liberal International Order?	8
2019	1521951	Full Paper Panel	Patterns of Violence And The Legacies of Internal Conflict	5
2019	1521959	Full Paper Panel	Populism, Institutions and Institutionalization	9
2019	1521967	Business Meeting	Public Administration Section Business Meeting	1
2019	1521969	Business Meeting	Green Politics and Theory Business Meeting	1
2019	1521988	Full Paper Panel	Comparative Party-Building in Tumultuous Times	7
2019	1522007	Roundtable	Populism and Identity Politics in the Age of Trump	5
2019	1522009	Full Paper Panel	Revisiting The Revolt of the Masses in an Age of Global Populism	6
2019	1522018	Author meet critics	Authors Meet Critics: Democratic Discord in Schools	6
2019	1522025	Full Paper Panel	The Politics of Implementing Social Transfer Programmes in Sub-Saharan Africa	5
2019	1522047	Full Paper Panel	Rebel Governance, Legitimacy, and Civilian Behavior	10
2019	1522114	Full Paper Panel	Diffusion of Military Innovation: Causes and Consequences	8
2019	1522123	Full Paper Panel	Childcare and the Politics of Parenthood in Advanced Economies	6
2019	1522130	Full Paper Panel	Advances in the Study of Rebel Governance	6
2019	1522148	Author meet critics	Sidney Milkis and Daniel Tichenor: Rivalry and Reform	5
2019	1522168	Full Paper Panel	Bargaining and Policy-making in Multiparty Governments	13
2019	1522183	Full Paper Panel	African Legislatures and Horizontal Accountability	8
2019	1522207	Full Paper Panel	Unintended Consequences of Reforms for Gender Equality	11
2019	1522216	Full Paper Panel	Political Consequences of Localized Trade Shocks in the United States	10
2019	1522242	Full Paper Panel	Environmental Politics in Developing Countries and Marginalized Societies	11
2019	1522258	Author meet critics	Author Meets Critics: Corey Brettschneider's The Oath and the Office	6
2019	1522260	Roundtable	Political Polarization: History and Future Prospects	8
2019	1522267	Full Paper Panel	Literature, Persons, and Modern Politics	7
2019	1522272	Full Paper Panel	The Military and American Society	9
2019	1522293	Full Paper Panel	Disaggregating the State: Leaders, Policy Elites and Small Groups in IR	8
2019	1522325	Full Paper Panel	Political Ethnography and Fieldwork in the Study of Contemporary Populism	5
2019	1522371	Full Paper Panel	State Repression and Human Rights I	9
2019	1522390	Full Paper Panel	Information, Media and Policy Attitudes in a Populist Age	12
2019	1522410	Full Paper Panel	Congressional Staff, Constituent Representation, and Legislative Behavior	13
2019	1522423	Roundtable	Transparency and Accountability Programs: Transformative, or Irrelevant?	5
2019	1522430	Full Paper Panel	Text-as-Data, Archives, and Diplomacy	8
2019	1522449	Full Paper Panel	State Repression and Human Rights II	13
2019	1522454	Full Paper Panel	Diverse India 2019: Populism, Campaigning & Influence	16
2019	1522461	Full Paper Panel	Comparative Oppositions and Elections Under Authoritarian Rule	8
2019	1522476	Full Paper Panel	Social Welfare Provision in Non-democracies: Evidence from China	7
2019	1522486	Roundtable	Gender, Institutions, and Intersections and Beyond	8
2019	1522514	Full Paper Panel	Rebel Governance, Institutions, and Legitimacy	7
2019	1522561	Full Paper Panel	Survey Research in the Middle East and North Africa	15
2019	1522583	Full Paper Panel	Entertainment Media's Effects on Political Perspectives	11
2019	1522609	Full Paper Panel	Analyzing the Micro-foundations of the Anti-Trade Backlash	9
2019	1522615	Roundtable	Military Interventions: Historical Trends and Contemporary Challenges	8
2019	1522616	Full Paper Panel	Jewish Political Thought: Expanding Horizons, Challenging Assumptions	5
2019	1522636	Full Paper Panel	The Politics of Non-State Governance and Control in Fragile States	8
2019	1522644	Full Paper Panel	Accessing Justice Amidst Inequality: Claims-Making in the Global South	9
2019	1522699	Full Paper Panel	The Policy and Politics of Forced Migration in the Americas	8
2019	1522722	Roundtable	What are Courts for?  Perspectives on Accountability	8
2019	1522724	Full Paper Panel	Old and New Actors in Middle East and North African Politics	8
2019	1522738	Full Paper Panel	Anti-Utopian Thought in International Relations	8
2019	1522766	Full Paper Panel	Religion, Identity, and Civility in the Age of Trump	8
2019	1522786	Full Paper Panel	New Research on Resistance and Repression	6
2019	1522796	Full Paper Panel	Structure in Motion	5
2019	1522829	Full Paper Panel	Theorizing Structures of Domination, Challenging Modalities of Racial Exclusion	7
2019	1522868	Roundtable	Political Sermons in the American Revolution	6
2019	1522876	Author meet critics	Citizenship beyond Nationality: Immigrant Voting Rights across the World	5
2019	1522881	Full Paper Panel	Beyond Race or Gender: Intersectional Analysis and Political Behavior	6
2019	1522888	Featured Paper Panel: 30-minute Paper Presentations	Justice in the World Economy	5
2019	1522947	Roundtable	The European Union After Brexit	7
2019	1522951	Roundtable	Energetic Sensations and the Material of Politics	5
2019	1522952	Full Paper Panel	Reason, Rhetoric, and Narrative in the Formation of Community	4
2019	1522961	Full Paper Panel	Populism and the American Left	6
2019	1522969	Full Paper Panel	Mama Mia! Maternal Horrors in Elena Ferrante and Adriana Cavarero	6
2019	1523024	Full Paper Panel	Party Behavior in Africa	8
2019	1523039	Full Paper Panel	Care Ethics Critiques of the Current Political Moment	6
2019	1523079	Roundtable	What is Behind the Electoral Success of Contemporary Central European Populism?	6
2019	1523084	Full Paper Panel	Defender of Last Resort? Security Force (Dis)loyalty in the Face of Mass Protest	7
2019	1523112	Full Paper Panel	Empirical Study of Cyberspace Conflict	10
2019	1523119	Full Paper Panel	Motherhood, Fatherhood and their Effects on Political Behavior	19
2019	1523142	Full Paper Panel	"Hume and the ""Vulgar"": Commercial Citizens in the Global Eighteenth Century"	6
2019	1523148	Roundtable	Remembering J. Peter Euben:  Theory, Tragedy and Corrupting Youth	5
2019	1523151	Roundtable	Donors, Practitioners & Researchers: A New Model for Collaborative Research	4
2019	1523175	Wednesday Half-Day Short Course	The French Politics Group: What's Next in Scholarship on France	8
2019	1523185	Full Paper Panel	Citizenship Norms and Youth in Times of Rapid Social Change	9
2019	1523206	Full Paper Panel	Resistance & Mobilization in Constitutional Development: Potentials & Pitfalls	5
2019	1523232	Full Paper Panel	Historical Populisms and Contemporary Responses	6
2019	1523242	Full Paper Panel	The Urban Threat: Municipal Politics and Authoritarianism	8
2019	1523260	Full Paper Panel	New Directions in Transitional Justice	8
2019	1523305	Full Paper Panel	Property Rights, State Capacity, and Political Behavior in Latin America	8
2019	1523310	Roundtable	Polarizing Polities: Toward a Comparative Theory of a Global Threat to Democracy	7
2019	1523322	Full Paper Panel	Populism and Nationalism in Comparative Perspective	8
2019	1523332	Full Paper Panel	Life as a Spiritual Journey	6
2019	1523349	Full Paper Panel	Pierre Manent's Practical Natural Law and the Problem of Transcendence	7
2019	1523384	Full Paper Panel	International Cooperation and Democratic Backsliding	9
2019	1523400	Full Paper Panel	Normative Formal Theory	6
2019	1523410	Roundtable	Whose Populism? Locating “the People” in American Populist Politics	6
2019	1523456	Full Paper Panel	Public Goods Provision in Urban Areas: Evidence from South Asian Cities	10
2019	1523484	Roundtable	Executive Federalism and Populist Challenges to Governance	6
2019	1523507	Full Paper Panel	Armed Groups and Elections	6
2019	1523528	Full Paper Panel	The Politics of Immigration Policy in East Asia	8
2019	1523540	Full Paper Panel	Ethnography and Political Theory	8
2019	1523589	Full Paper Panel	Exploring the New Frontiers of Natural Resource Politics	9
2019	1523608	Full Paper Panel	The Human Right to Democracy in Politics and Economics	6
2019	1523653	TLC Full Paper Panel	TLC at APSA Luncheon: Online Learning and a Global Student Body	6
2019	1523663	Full Paper Panel	Entanglements of Economics and Politics	6
2019	1523671	Roundtable	“The New Populism”: Results and Lessons from a Collaboration with The Guardian	6
2019	1523675	Author meet critics	"Author Meets Critics: Rob Reich's ""Just Giving"""	6
2019	1523730	Full Paper Panel	Rethinking Power, Populism, and the Crisis of Democracy	5
2019	1523797	Full Paper Panel	Radical, Utopian and Transformative Thought in Political Realism	6
2019	1523811	Roundtable	Gender, Families, and the Rise of Populism	5
2019	1523863	Full Paper Panel	The New Era of Economic Statecraft in Asia and Latin America	7
2019	1523871	Full Paper Panel	Unlearning Liberalism and Conservatism	7
2019	1523889	Full Paper Panel	Schooling and Democratic Citizenship	8
2019	1523921	Full Paper Panel	Politics and Metaphysics: Alfarabi's Political Thought Revisited	6
2019	1523961	Full Paper Panel	The Politics of Public Goods in India: New Debates and Evidence	9
2019	1523975	Full Paper Panel	Positionality and Reflexivity in Political Science I: The Domestic Context	7
2019	1523980	Full Paper Panel	From Breakthrough to Backlash: Global LGBT Rights in Comparative Perspective	7
2019	1523997	Full Paper Panel	Gendered Implications of War	8
2019	1524022	Full Paper Panel	"The Spectacle of Privilege in Machiavelli’s ""Mandragola"""	5
2019	1524031	Full Paper Panel	International Cooperation on Migration	6
2019	1524048	Full Paper Panel	How Spatial Context and Institutions Affect Behavior and Distributive Outcomes	11
2019	1524065	Roundtable	Racial Conflict in the United States	5
2019	1524075	Full Paper Panel	Autocratic Decision-Making	9
2019	1524092	Full Paper Panel	The Link between Gender and Political Corruption	9
2019	1524097	Full Paper Panel	Politics, Ethics and AI Technology: The State of the Discipline	7
2019	1524102	Full Paper Panel	Politics of the Primary: How Electoral Institutions Affect Voters and Candidates	11
2019	1524152	Full Paper Panel	Comparative Politics of Health: Popular Demands, Institutional Legacies	7
2019	1524157	Author meet critics	Movement Engaged Political Theory: Beyond Education and Cooking Up a Revolution	5
2019	1524169	Roundtable	Subnational Research in Comparative Politics	7
2019	1524176	Wednesday Half-Day Short Course	An Interdisciplinary Workshop on Politics and Strategy in Medical Associations	24
2019	1524214	Author meet critics	Leveraging Diversity & Inclusion in Diplomacy & Development  - Next Steps	5
2019	1524223	Roundtable	Scholars meet Practitioners in Cyberspace	5
2019	1524273	Full Paper Panel	Governance and Social Services Delivery in Developing Countries	8
2019	1524297	Full Paper Panel	Delimiting the Popular and the Political in Early Modern Europe	8
2019	1524343	Roundtable	The Democratic Politics of Central Banking	5
2019	1524372	Author meet critics	Author Meets Critics: Chloe Thurston’s ‘At the Boundaries of Homeownership’	6
2019	1524419	Full Paper Panel	Colonial Legacies of Development, Agriculture and Democracy	6
2019	1524425	Full Paper Panel	The US Presidency through the Lens of Race Relations	7
2019	1524434	Full Paper Panel	Locke in His Time and Ours	5
2019	1524466	Full Paper Panel	Gender Inequality in South Asia & its Effects on Autonomy, Employment & Turnout	12
2019	1524498	Full Paper Panel	Historical Perspectives on Politics In Extremis with References to Machiavelli	6
2019	1524503	Full Paper Panel	The Uses and Disadvantages of Arendt's Concept of the Nation	6
2019	1524516	Full Paper Panel	New Theoretical Lessons for Health Politics from the Global South	8
2019	1524596	Full Paper Panel	Pragmatism, Populism, and Democratic Theory	6
2019	1524654	Full Paper Panel	Transnational Politics of International Non-Governmental Organization Behavior	9
2019	1524676	Full Paper Panel	Strategic Competition and Technological Superiority	8
2019	1524692	Full Paper Panel	International Migration: Population Movements in the 21st Century	9
2019	1524748	Roundtable	The Current State of National Election Studies: Challenges and Opportunities	7
2019	1524750	Roundtable	Seven Decades of the Indian Republic: The Keys to its Endurance	4
2019	1524753	Full Paper Panel	Gendering Foreign and Security Policy	6
2019	1524800	Full Paper Panel	Back to Work: New Theories of Work	5
2019	1524813	Author meet critics	Author Meets Critics: Dan Kapust's Flattery and the History of Political Thought	6
2019	1524823	Full Paper Panel	The Politics of Racial Capitalism	7
2019	1524828	Full Paper Panel	Strategies of Subversion in International Politics	7
2019	1524884	Full Paper Panel	Russia & Populism	7
2019	1524894	Roundtable	Miller Prize Roundtable	7
2019	1524931	Full Paper Panel	Regions of the Political: Territoriality, Sovereignty, and the Body Politic	6
2019	1524978	Author meet critics	Authors Meet Critics: Why Don’t Women Rule the World?	6
2019	1525053	Full Paper Panel	Social Media and Influence: Comparing Elections, Policy and Trump	13
2019	1525078	Wednesday Full Day Short Course	Brexit: Transforming Politics, Policy, and Institutions	2
2019	1525115	Author meet critics	"On Jeffrey Friedman's ""Power without Knowledge: A Critique of Technocracy"""	6
2019	1525144	Full Paper Panel	The Politics of the Credit Welfare State: Access, Inequality, and Democracy	7
2019	1525158	Full Paper Panel	Nation-Building, State-Making, and Mass Schooling	8
2019	1525169	Full Paper Panel	Liberating Popular Aesthetics: Race & Revolution in Film, TV & Literature	6
2019	1525179	Full Paper Panel	Art, Risk, and Revolution: Theorizing Anti-Racist Struggles of the Postcolonial	6
2019	1525185	Author meet critics	Author Meets Critics: The Fire is Upon Us by Nicholas Buccola	4
2019	1525196	Full Paper Panel	Justice, Education, and Human Flourishing in Plato and Aristotle	6
2019	1525308	Roundtable	Grounded Normative Theory in Sites of Struggles	6
2019	1525339	Roundtable	Is Liberalism Both Too Rich and Too Thin, and Is Religion the Cure?	5
2019	1525341	Author meet critics	Authors Meet Critics: Who Donates in Campaigns?	7
2019	1525393	Roundtable	Dialogue with Dawson: 25 Years of Linked Fate and the Politics of Group Identity	12
2019	1525478	Full Paper Panel	Radical Right Party Success: Media Strategy and Coverage	8
2019	1525510	Full Paper Panel	Parties and Ideologies in American Politics	9
2019	1525558	Full Paper Panel	Popular Politics and the Legacies of Empire	7
2019	1525578	Research Café	Methods Café	27
2019	1525823	Wednesday Half-Day Short Course	Creating Effective and Transformative Human Rights Pedagogy	2
2019	1526487	Business Meeting	STEP Section Business Meeting	1
2019	1526510	Wednesday Full Day Short Course	Africa Research Development Group	1
2019	1526511	Wednesday Full Day Short Course	MENA Research Development Group	1
2019	1526520	Created Panel	Populism in Europe: The Rise of Populist Political Parties and Populist Leaders	7
2019	1526534	Created Panel	Racial and Ethnic Inequality and Class Politics	10
2019	1526589	Created Panel	Unions in a Changing World	7
2019	1526590	Created Panel	Social Class, Attitudes, and Partisanship	7
2019	1526591	Created Panel	What Do Rich People Want?	10
2019	1526592	Created Panel	Does a Candidate's Social Class Matter?	9
2019	1526594	Created Panel	Segregation, Corruption, and Hidden Wealth	8
2019	1526595	Created Panel	Are Political Leaders Out of Touch with the Poor?	8
2019	1526596	Business Meeting	Global Forum of Chinese Political Scientists Business Meeting	1
2019	1526605	Roundtable	APSA Career Fair	12
2019	1526606	Roundtable	115th APSA Annual Meeting Presidential Address: What Good Could Political Science Do? From Pluralism to Partnerships	1
2019	1526640	Created Panel	The Methodology of Experiments	14
2019	1526641	Created Panel	Effective Campaigns	8
2019	1526643	Created Panel	Participation in Politics	8
2019	1526644	Created Panel	Understanding Elites Views and Behaviors	10
2019	1526646	Created Panel	Experiments on Protest and Collective Action	9
2019	1526647	Created Panel	Bureaucrats and Identity Bias	10
2019	1527215	Full Paper Panel	The Global Refugee Crisis: Causes, Consequences, and Solutions	5
2019	1527257	Created Panel	Identity, Populism, and the Gender Gap in Vote Choice	10
2019	1527507	Business Meeting	French Politics Group Business Meeting	1
2019	1527511	Business Meeting	Publius: The Journal of Federalism Business Meeting	1
2019	1527513	Business Meeting	Cooperative Congressional Election Study	1
2019	1528014	Created Panel	Models for Political Leadership	8
2019	1528041	Wednesday Half-Day Short Course	Focus Groups: When and How to Use Them (QMMR 1)	1
2019	1528365	Created Panel	Red and Blue: Partisian Divisions in US Health Policy	7
2019	1528405	Created Panel	Work and Waivers in Medicaid	7
2019	1528627	Wednesday Half-Day Short Course	Process Tracing (QMMR 3)	2
2019	1528628	Wednesday Half-Day Short Course	Studying Causal Mechanisms Using In-depth Case Studies (QMMR 4)	1
2019	1528649	Wednesday Half-Day Short Course	Managing and Sharing Qualitative Data and Qualitative Research Transparency (QMMR 2)	2
2019	1528668	Business Meeting	Latino Caucus Business Meeting	1
2019	1528672	Business Meeting	International Security Section Business Meeting	1
2019	1528676	Business Meeting	Politics, Groups, and Identities Business Meeting	1
2019	1528682	Business Meeting	Conflict Processes Section Business Meeting	1
2019	1528710	Created Panel	Candidate Selection and Political Behavior in Africa	10
2019	1528714	Created Panel	Post-Conflict Politics in Africa	6
2019	1528717	Created Panel	Service Delivery in Sub-Saharan Africa	7
2019	1528721	Created Panel	Rethinking Ethnicity	7
2019	1528972	Created Panel	Measuring Populism and Its Impacts	5
2019	1529640	Created Panel	Public Attitudes toward Populism	10
2019	1529682	Roundtable	Increasing Inclusion of African and Africa-Based Scholars in Political Science	4
2019	1529995	Created Panel	Populism Versus (Neo)Liberalism in the Age of Trump	7
2019	1530181	Created Panel	Populism, Italian Style	8
2019	1530429	Created Panel	Understanding and Explaining Populism in Central Europe and the Caucasus	7
2019	1530640	Created Panel	Populism in Comparative-Historical Perspective	6
2019	1530773	Created Panel	Political Homophobia or Backlash? Populist Responses to LGBT Rights and Activism	8
2019	1531051	Created Panel	Religion and Right-Wing Populism	10
2019	1531452	Created Panel	Experimental Research and Behavioral Public Administration	9
2019	1531468	Created Panel	Representative Bureaucracy: New Directions and New Evidence	9
2019	1531554	Created Panel	Networks and Collaboration	8
2019	1531578	Created Panel	Co-Production and Collaborative Governance	8
2019	1531919	Created Panel	Deaths of Despair? Framing the Opioid Epidemic	9
2019	1532453	Created Panel	Policy Feedback and Public Opinion	9
2019	1532456	Created Panel	Policy Diffusion in the United States	8
2019	1532474	Created Panel	Health Policy in Comparative Perspective	8
2019	1532655	Business Meeting	Japan Political Studies Group Business Meeting (all are welcome)	1
2019	1532681	Created Panel	China Under Xi Jinping: Internal and External Challenges	8
2019	1533022	Business Meeting	Labor Politics Business Meeting	1
2019	1533124	Created Panel	Political Forecasting at the Cutting Edge	11
2019	1533125	Roundtable	Political Prediction in the Trump Era	5
2019	1533223	Created Panel	Disasters, Crises and Responses in the 21st Century	5
2019	1533571	Wednesday Half-Day Short Course	Indigenous Political Science: Opportunities for Innovation and Inclusion	10
2019	1533872	Created Panel	Feminist Affects and Attachments	6
2019	1534075	Created Panel	Citizenship in the Peripheries: Identities in SE Asia (Mini-Conference 1/3)	8
2019	1534159	Created Panel	Forms of Foreign Intervention and its Consequences	9
2019	1534172	Created Panel	Leaders and Foreign Policy	7
2019	1534173	Created Panel	Foreign Policy and the Politics of Foreign Aid	7
2019	1534174	Created Panel	Domestic Sources of Foreign Policy	9
2019	1534179	Created Panel	Regime Type and Foreign Policy	9
2019	1534180	Created Panel	The Rise of Populist Foreign Policy	9
2019	1534189	Roundtable	Populism, Authoritarianism, and Group Antagonism in Comparative Perspective	6
2019	1534270	Created Panel	Citizenship in the Peripheries: Identities in SE Asia (Mini-Conference 2/3)	8
2019	1534281	Created Panel	Citizenship in the Peripheries: Identities in SE Asia (Mini-Conference 3/3)	7
2019	1534287	Business Meeting	APSA RBSI Orientation	1
2019	1534288	Business Meeting	APSA Minority Student Recruitment Program Best Practices Meeting	1
