year	pid	full_name	first_name	affiliation
2018	9005919	Aidan Regan	Aidan	
2019	10065863	Aidan Regan	Aidan	University College Dublin
2018	9002941	Aidan Smith	Aidan	Tulane University
2021	13108225	Aidan Smith	Aidan	Tulane University
2017	7867912	Aie-Rie Lee	Aie-Rie	Texas Tech University
2019	10065812	Aie-Rie Lee	Aie-Rie	Texas Tech University
2021	13398521	Aigul Klimova	Aigul	
2021	13341068	Aiham Al Sukhni	Aiham	
2019	10065902	Aikande Clement Kwayu	Aikande	Bumaco Ltd
2020	11190203	Aikande Clement Kwayu	Aikande	Bumaco Ltd
2017	7933688	Aila M. Matanock	Aila	University of California-Berkeley
2018	9016025	Aila M. Matanock	Aila	University of California-Berkeley
2019	10110172	Aila M. Matanock	Aila	University of California-Berkeley
2021	13102124	Aila M. Matanock	Aila	University of California-Berkeley
2018	8946006	Aileen Cardona-Arroyo	Aileen	Pace University
2016	6858733	Aili Mari Tripp	Aili	University of Wisconsin, Madison
2018	9012350	Aili Mari Tripp	Aili	University of Wisconsin, Madison
2019	10118122	Aili Mari Tripp	Aili	University of Wisconsin, Madison
2021	13079947	Aili Mari Tripp	Aili	University of Wisconsin, Madison
2018	9005961	Ailsa Henderson	Ailsa	University of Edinburgh
2018	9020167	Aim Sinpeng	Aim	University of Sydney
2021	13080350	Aim Sinpeng	Aim	University of Sydney
2018	8993038	Aimee Arias	Aimee	
2018	9005965	Aimée Bourassa	Aimée	Brown University
2019	10065879	Aimée Bourassa	Aimée	Brown University
2021	13108565	Aimée Bourassa	Aimée	Brown University
2015	5658277	Aina Gallego	Aina	Institut de Barcelona d'Estudis Internacionals
2018	9005456	Aina Gallego	Aina	Institut de Barcelona d'Estudis Internacionals
2019	10118590	Aina Gallego	Aina	Institut de Barcelona d'Estudis Internacionals
2021	13093710	Aina Gallego	Aina	Institut de Barcelona d'Estudis Internacionals
2015	5644364	Ainsley Nicole LeSure	Ainsley	University of Chicago
2017	7927433	Ainsley Nicole LeSure	Ainsley	Occidental College
2018	9027316	Ainsley Nicole LeSure	Ainsley	Occidental College
2019	10014907	Ainsley Nicole LeSure	Ainsley	Occidental College
2020	11304991	Ainsley Nicole LeSure	Ainsley	Brown University
2018	9005988	Airo Hino	Airo	Waseda University
2019	10065882	Airo Hino	Airo	Waseda University
2020	11238962	Airo Hino	Airo	Waseda University
2018	8959052	Aisha S. Ahmad	Aisha	University of Toronto
2018	8992725	Aja Jacqueline Binette	Aja	Temple University
2020	11280354	Aja Jacqueline Binette	Aja	Temple University
2018	9261986	Ajay Singh Chaudhary	Ajay	Brooklyn Institute for Social Research
2018	8992755	Ajay Verghese	Ajay	University of California, Riverside
2021	13031850	Ajay Verghese	Ajay	Middlebury College
2019	10012100	Ajenai S. Clemmons	Ajenai	Duke University
2020	11305069	Ajenai S. Clemmons	Ajenai	Duke University
2020	12269274	Akhil Rajan	Akhil	Yale University
2021	13104492	Akhil Rajan	Akhil	Yale University
2018	8977496	Akin Unver	Akin	Kadir Has University
2018	8992894	Akira Drake Rodriguez	Akira	PennDesign
2019	10112272	Akira Igarashi	Akira	Rikkyo University
2020	11281791	Akira Igarashi	Akira	Rikkyo University
2018	9050105	Akitaka Matsuo	Akitaka	London School of Economics
2020	11273169	Akitaka Matsuo	Akitaka	University of Essex
2021	13067820	Akitaka Matsuo	Akitaka	University of Essex
2020	11298359	Aksel Sundström	Aksel	Department for Political Science, the Quality of Government Institute, University of Gothenburg
2019	10111624	Akshay Govind Dixit	Akshay	Harvard University
2018	8991022	Akshay Mangla	Akshay	University of Oxford
2019	10113762	Akshay Mangla	Akshay	University of Oxford
2021	13076629	Akshay Mangla	Akshay	University of Oxford
2018	9311654	Akwugo Emejulu	Akwugo	University of Warwick
2021	13076774	Akwugo Emejulu	Akwugo	University of Warwick
2018	8993669	Ala Alrababah	Ala	Stanford University
2019	10055974	Ala Alrababah	Ala	Stanford University
2020	11229669	Ala Alrababah	Ala	ETH Zurich
2021	13103610	Ala Alrababah	Ala	ETH Zurich
2019	10229880	Alain Schläpfer	Alain	Santa Clara University
2015	5606195	Alan Coffee	Alan	
2018	8993250	Alan Convery	Alan	University of Edinburgh
2019	10118542	Alan Convery	Alan	University of Edinburgh
2015	5497181	Alan E. Wiseman	Alan	Vanderbilt University
2017	7881043	Alan E. Wiseman	Alan	Vanderbilt University
2018	8993723	Alan E. Wiseman	Alan	Vanderbilt University
2019	10109755	Alan E. Wiseman	Alan	Vanderbilt University
2020	11279655	Alan E. Wiseman	Alan	Vanderbilt University
2021	13073594	Alan E. Wiseman	Alan	Vanderbilt University
2015	5649521	Alan Fenna	Alan	Curtin University
2016	6884126	Alan Fenna	Alan	Curtin University
2017	7958907	Alan Fenna	Alan	Curtin University
2019	10033830	Alan Fenna	Alan	Curtin University
2015	5649540	Alan G. Stolberg	Alan	U.S. Army War College
2016	6913409	Alan G. Stolberg	Alan	U.S. Army War College
2015	5604856	Alan Gerber	Alan	Yale University
2017	7854768	Alan Gerber	Alan	Yale University
2018	8993249	Alan Gerber	Alan	Yale University
2019	10055629	Alan Gerber	Alan	Yale University
2020	11309120	Alan Gerber	Alan	Yale University
2016	6857807	Alan I. Abramowitz	Alan	Emory University
2017	7918532	Alan I. Abramowitz	Alan	Emory University
2018	8983226	Alan I. Abramowitz	Alan	Emory University
2019	10109375	Alan I. Abramowitz	Alan	Emory University
2020	11309125	Alan I. Abramowitz	Alan	Emory University
2021	13108776	Alan I. Abramowitz	Alan	Emory University
2015	5644110	Alan I. Baily	Alan	Stephen F. Austin State University
2017	7941141	Alan I. Baily	Alan	Stephen F. Austin State University
2018	9054003	Alan I. Baily	Alan	Stephen F. Austin State University
2019	10111688	Alan I. Baily	Alan	Stephen F. Austin State University
2015	5663546	Alan J. Kuperman	Alan	University of Texas, Austin
2017	7932103	Alan J. Kuperman	Alan	University of Texas, Austin
2020	11287004	Alan J. Kuperman	Alan	University of Texas, Austin
2016	7101034	Alan Joseph Kellner	Alan	Northwestern University
2018	8992657	Alan Joseph Kellner	Alan	Northwestern University
2019	10234420	Alan Lee	Alan	World Bank
2016	6877856	Alan Levine	Alan	
2018	8990268	Alan Levine	Alan	
2019	10053282	Alan Levine	Alan	
2020	11189334	Alan Levine	Alan	
2015	5659479	Alan M. Jacobs	Alan	University of British Columbia
2016	6861413	Alan M. Jacobs	Alan	University of British Columbia
2017	7948706	Alan M. Jacobs	Alan	University of British Columbia
2018	8993227	Alan M. Jacobs	Alan	University of British Columbia
2019	10115652	Alan M. Jacobs	Alan	University of British Columbia
2021	13100540	Alan M. Jacobs	Alan	University of British Columbia
2017	7865717	Alan M. S. J. Coffee	Alan	King's College London
2018	8957889	Alan M. S. J. Coffee	Alan	King's College London
2020	11305696	Alan M. S. J. Coffee	Alan	King's College London
2021	13100129	Alan Nigel Yan	Alan	University of California, Berkeley
2020	11229374	Alan P. Koenig	Alan	Clark College
2015	5659055	Alan Patten	Alan	Princeton University
2018	9023123	Alan Patten	Alan	Princeton University
2021	13080080	Alan Patten	Alan	Princeton University
2021	13997837	Alan Paul Fimister	Alan	Saint John Vianney Theological Seminary
2018	9004982	Alan Ray Gibson	Alan	California State University, Chico
2021	13038537	Alan Ray Gibson	Alan	California State University, Chico
2016	7101720	Alan Renwick	Alan	University College London
2015	5641451	Alan Ryan	Alan	Stanford University
2016	6857562	Alan S. Alexandroff	Alan	University of Toronto
2017	7875616	Alan S. Alexandroff	Alan	University of Toronto
2019	10056032	Alan S. Alexandroff	Alan	University of Toronto
2020	11308864	Alan S. Alexandroff	Alan	University of Toronto
2021	13097363	Alan S. Alexandroff	Alan	University of Toronto
2021	13032143	Alan Simmons	Alan	Arizona State University
2018	9310758	Alan Wiig	Alan	University of Massachusetts, Boston
2015	5662400	Alan Wolfe	Alan	Boston College
2018	9053171	Alan Zarychta	Alan	University of Chicago
2019	10118014	Alan Zarychta	Alan	University of Chicago
2020	11303061	Alan Zarychta	Alan	University of Chicago
2021	13092019	Alan Zarychta	Alan	University of Chicago
2018	8993729	Alana Rose Cattapan	Alana	Dalhousie University
2015	5461394	Alana S. Jeydel	Alana	
2018	8993750	Alanna Krolikowski	Alanna	Missouri University of Science and Technology
2020	11305147	Alanna Krolikowski	Alanna	Missouri University of Science and Technology
2021	13093902	Alanna Krolikowski	Alanna	Missouri University of Science and Technology
2021	13001309	Alasdair Blair	Alasdair	De Montfort University
2020	11308911	Alasia Nuti	Alasia	University of York
2020	11229632	Alastair Smith	Alastair	New York University
2019	10115547	Alauna Safarpour	Alauna	University of Maryland, College Park
2021	13078022	Alauna Safarpour	Alauna	University of Maryland, College Park
2021	13093132	Alba Huidobro	Alba	Universitat Pompeu Fabra
2018	8993569	Alba M. Ruibal	Alba	CONICET
2018	9015729	Albana Shehaj	Albana	University of Michigan
2019	10081789	Albana Shehaj	Albana	Harvard University
2020	11229226	Albana Shehaj	Albana	Harvard University
2021	13106967	Albana Shehaj	Albana	Harvard University
2018	8966959	Albena Azmanova	Albena	
2020	11275094	Albert Cheng	Albert	University of Arkansas
2021	13397485	Albert Chiu	Albert	Stanford University
2016	6866642	Albert Fang	Albert	Yale University
2017	7868363	Albert Fang	Albert	Yale University
2018	8993559	Albert Fang	Albert	Yale University
2019	10055858	Albert Fang	Albert	Yale University
2018	9016342	Albert Rivero	Albert	Harvard University
2019	10115868	Albert Rivero	Albert	Harvard University
2020	11284864	Albert Rivero	Albert	University of Virginia
2021	13078249	Albert Rivero	Albert	University of Virginia
2017	7872618	Albert Solé-Ollé	Albert	University of Barcelona
2019	10038834	Albert Solé-Ollé	Albert	University of Barcelona
2019	10055852	Albert Somit	Albert	Southern Illinois University
2018	9006586	Albert William Dzur	Albert	Bowling Green State University
2019	10116892	Albert Yoon	Albert	University of Toronto
2021	13105701	Alberto Beltran	Alberto	Purdue University
2021	13398063	Alberto de Leon	Alberto	University of Strathclyde
2016	6860386	Alberto Diaz-Cayeros	Alberto	Stanford University
2018	8993524	Alberto Diaz-Cayeros	Alberto	Stanford University
2019	10048424	Alberto Jose Fuentes	Alberto	Georgia Institute of Technology
2021	13098570	Alberto Jose Fuentes	Alberto	Georgia Institute of Technology
2021	13106129	Alberto Lopez Ortega	Alberto	University of Zurich
2021	13360667	Alberto Parmigiani	Alberto	London School of Economics
2015	5662468	Alberto Simpser	Alberto	ITAM
2016	6861812	Alberto Simpser	Alberto	ITAM
2017	7886510	Alberto Simpser	Alberto	ITAM
2018	9013527	Alberto Simpser	Alberto	ITAM
2019	10089519	Alberto Simpser	Alberto	Instituto Tecnologico Autonomo de Mexico
2020	11311618	Alberto Simpser	Alberto	Instituto Tecnologico Autonomo de Mexico
2021	13099836	Alberto Simpser	Alberto	Instituto Tecnologico Autonomo de Mexico
2015	5638522	Alberto Spektorowski	Alberto	Tel Aviv University
2018	8993520	Alberto Spektorowski	Alberto	Tel Aviv University
2021	13080214	Alberto Spektorowski	Alberto	Tel Aviv University
2021	13398401	Alcides Velasquez	Alcides	University of Kansas
2020	11228121	Aldama Navarrette Abraham	Aldama	New York University
2020	11305345	Aldo Fernando Ponce	Aldo	CIDE
2018	9303687	Aldo Madariaga	Aldo	Centro de Investigación y Docencia Económicas
2019	10111674	Aldo Madariaga	Aldo	Universidad Mayor
2020	11281288	Aldo Madariaga	Aldo	Diego Portales University
2021	13075028	Aldo Madariaga	Aldo	Diego Portales University
2018	8993445	ALDO PAPARO	ALDO	
2018	9301335	Alea Henle	Alea	Miami University
2018	8993432	Alec Arellano	Alec	University of Texas at Austin
2019	10055777	Alec Francis Dinnin	Alec	University of Florida
2018	8993425	Alec Worsnop	Alec	Harvard Kennedy School
2019	10116673	Alec Worsnop	Alec	University of Maryland
2021	13093815	Alec Worsnop	Alec	University of Maryland
2018	8978852	Alecia J McGregor	Alecia	Tufts University
2020	11311904	Alejandra Aldridge	Alejandra	Stanford University
2021	13100088	Alejandra Aldridge	Alejandra	Stanford University
2018	9004980	Alejandra Gimenez Aldridge	Alejandra	Stanford University
2019	10206491	Alejandra Mancilla	Alejandra	University of Oslo
2021	13091263	Alejandra Mancilla	Alejandra	University of Oslo
2018	8980362	Alejandro Anaya Munoz	Alejandro	Universidad Iberoamericana
2019	10110696	Alejandro Beltran	Alejandro	University of Arizona
2020	11228260	Alejandro Beltran	Alejandro	University of Arizona
2021	13103197	Alejandro Beltran	Alejandro	University of Arizona
2021	13030464	Alejandro Diaz-Dominguez	Alejandro	Tecnologico de Monterrey
2018	8990159	Alejandro Ecker	Alejandro	
2019	10053119	Alejandro Ecker	Alejandro	
2019	10065485	Alejandro Flores	Alejandro	University of Chicago
2020	11304528	Alejandro Flores	Alejandro	University of Chicago
2021	13093354	Alejandro Flores	Alejandro	University of Chicago
2018	9312515	Alejandro Medina	Alejandro	Texas A&M University
2019	10114901	Alejandro Medina	Alejandro	Texas A&M University
2021	13077503	Alejandro Medina	Alejandro	Texas A&M University
2019	10042244	Alejandro Moreno	Alejandro	Instituto Tecnologico Autonomo de Mexico
2019	10110570	Alejandro Pineda	Alejandro	University of Michigan
2020	11280332	Alejandro Pineda	Alejandro	University of Michigan
2019	10110425	Alejandro Trelles	Alejandro	Brandeis University
2019	10997752	Alejandro Velasco	Alejandro	New York University
2019	10115024	Aleksandar Matovski	Aleksandar	Williams College
2016	6866370	Aleksander Ksiazkiewicz	Aleksander	University of Illinois at Urbana-Champaign
2018	8990142	Aleksander Ksiazkiewicz	Aleksander	University of Illinois at Urbana-Champaign
2019	10114625	Aleksander Ksiazkiewicz	Aleksander	University of Illinois at Urbana-Champaign
2021	13098025	Aleksander Ksiazkiewicz	Aleksander	University of Illinois at Urbana-Champaign
2016	6921268	Aleksander Lust	Aleksander	Appalachian State University
2019	10110977	Aleksandr Fisher	Aleksandr	
2018	9307187	Aleksandr Viktorovich Demin	Aleksandr	
2021	13366437	Aleksandra Khokhlova	Aleksandra	Leiden University
2018	9014278	Aleksandra Sznajder Lee	Aleksandra	University of Richmond
2019	10072720	Aleksandra Sznajder Lee	Aleksandra	University of Richmond
2020	11245333	Aleksandra Sznajder Lee	Aleksandra	University of Richmond
2021	13381590	Aleksi Knuutila	Aleksi	Oxford Internet Institute
2018	9052776	Alena Wolflink	Alena	University of California, Santa Cruz
2021	13097969	Alena Wolflink	Alena	University of Denver
2020	12910977	Alesha Lewis	Alesha	Southwestern University
2019	10111972	Alesha Nicole Towers Porisky	Alesha	University of Toronto
2020	11304929	Alesha Porisky	Alesha	Northern Illinois University
2021	13101095	Alesha Porisky	Alesha	Northern Illinois University
2018	8961581	Alesia Sedziaka	Alesia	The Civitas Project/Arrington and Associates
2020	11298785	Alesia Sedziaka	Alesia	Stetson University
2021	13088040	Alesia Sedziaka	Alesia	Stetson University
2018	8990313	Alessandra Sarquis	Alessandra	Rikkyo University
2019	10096954	Alessandro Chiaramonte	Alessandro	University of Florence
2019	10054049	Alessandro de Oliveira Gouveia Freire	Alessandro	
2017	7867632	Alessandro Del Ponte	Alessandro	Stony Brook University
2018	8990303	Alessandro Del Ponte	Alessandro	Stony Brook University
2021	13072548	Alessandro Del Ponte	Alessandro	Yale University
2019	10071898	Alessandro Nai	Alessandro	University of Amsterdam
2020	11301421	Alessandro Nai	Alessandro	University of Amsterdam
2021	13090482	Alessandro Nai	Alessandro	University of Amsterdam
2018	8990306	Alessandro Vecchiato	Alessandro	New York University
2019	10053246	Alessandro Vecchiato	Alessandro	New York University
2020	11311124	Alessandro Vecchiato	Alessandro	Stanford University
2021	13108351	Alessandro Vecchiato	Alessandro	Stanford University
2019	10234181	Alessio Albarello	Alessio	University of Rochester
2021	13092815	Alessio Albarello	Alessio	University of Rochester
2018	9311698	Alessio Cornia	Alessio	Reuters Institute for the Study of Journalism, University of Oxford
2018	8990288	Aletta Norval	Aletta	Anglia Ruskin University
2019	10029831	Alex Badas	Alex	University of Houston
2017	7861030	Alex Braithwaite	Alex	University of Arizona
2018	8946066	Alex Braithwaite	Alex	University of Arizona
2019	10118170	Alex Braithwaite	Alex	University of Arizona
2020	11286904	Alex Braithwaite	Alex	University of Arizona
2021	13080006	Alex Braithwaite	Alex	University of Arizona
2021	13090417	Alex Bruens	Alex	University of Arizona
2020	11188252	Alex Chang Lee	Alex	Massachusetts Institute of Technology
2016	7095735	Alex Corey Engler	Alex	Johns Hopkins University
2020	12276921	Alex Dubilet	Alex	Vanderbilt University
2020	11284746	Alex Dyzenhaus	Alex	Cornell University
2021	13078101	Alex Dyzenhaus	Alex	Cornell University
2019	10130416	Alex E. Hindman	Alex	College of the Holy Cross
2020	11298632	Alex E. Hindman	Alex	College of the Holy Cross
2019	10233305	Alex Fout	Alex	
2018	9005445	Alex Garlick	Alex	The College of New Jersey
2019	10075744	Alex Garlick	Alex	The College of New Jersey
2018	8990255	Alex Hanna	Alex	University of Wisconsin-Madison
2018	9006281	Alex Haskins	Alex	University of Chicago
2019	10066167	Alex Haskins	Alex	University of Chicago
2017	7868716	Alex Hindmann	Alex	Claremont Graduate University
2021	13109256	Alex Honeker	Alex	University of Pittsburgh
2018	9310429	Alex Jingwei He	Alex Jingwei	Education University of Hong Kong
2021	13107320	Alex K Farrington	Alex	University of Oregon
2021	13075652	Alex K Pugh	Alex	
2018	8967585	Alex Keena	Alex	Virginia Commonwealth University
